Data ID,Config ID,DateTime,SEN 1,SEN 2,SEN 3,SEN 4
754,59,16/11/06-00:00:00,-11.9,28.9,20.5,8989.0
755,59,16/11/06-00:05:00,-11.9,28.9,20.5,-195.5
756,59,16/11/06-00:10:00,-11.9,28.9,20.5,-193.5
757,59,16/11/06-00:15:00,-11.9,28.9,20.5,8989.0
758,59,16/11/06-00:20:00,-11.9,28.9,20.5,-189.5
759,59,16/11/06-00:25:00,-11.9,28.9,20.5,-190.2
760,59,16/11/06-00:30:00,-11.9,29.0,20.5,8989.0
761,59,16/11/06-00:35:00,-11.9,29.0,20.5,8989.0
762,59,16/11/06-00:40:00,-11.9,29.0,20.5,8989.0
763,59,16/11/06-00:45:00,-11.9,29.0,20.5,8989.0
764,59,16/11/06-00:50:00,-11.9,28.9,20.5,-192.5
765,59,16/11/06-00:55:00,-11.9,29.0,20.5,-195.9
766,59,16/11/06-01:00:00,-11.9,29.0,20.5,8989.0
767,59,16/11/06-01:05:00,-11.9,29.0,20.5,-192.9
768,59,16/11/06-01:10:00,-11.9,29.0,20.5,8989.0
769,59,16/11/06-01:15:00,-11.9,29.0,20.5,-195.5
770,59,16/11/06-01:20:00,-11.9,29.0,20.5,8989.0
771,59,16/11/06-01:25:00,-11.9,29.0,20.5,8989.0
772,59,16/11/06-01:30:00,-11.9,29.0,20.5,8989.0
773,59,16/11/06-01:35:00,-11.9,29.0,20.5,8989.0
774,59,16/11/06-01:40:00,-11.9,29.0,20.5,-191.6
775,59,16/11/06-01:45:00,-11.9,29.0,20.5,8989.0
776,59,16/11/06-01:50:00,-11.9,29.0,20.5,8989.0
777,59,16/11/06-01:55:00,-11.9,29.0,20.5,8989.0
778,59,16/11/06-02:00:00,-11.9,29.0,20.5,8989.0
779,59,16/11/06-02:05:00,-11.9,29.0,20.5,8989.0
780,59,16/11/06-02:10:00,-11.9,29.0,20.5,-178.2
781,59,16/11/06-02:15:00,-11.9,29.0,20.5,8989.0
782,59,16/11/06-02:20:00,-11.9,29.0,20.5,-173.0
783,59,16/11/06-02:25:00,-11.9,29.0,20.5,8989.0
784,59,16/11/06-02:30:00,-11.9,29.0,20.5,-186.8
785,59,16/11/06-02:35:00,-11.9,29.0,20.5,8989.0
786,59,16/11/06-02:40:00,-11.9,29.0,20.5,-161.8
787,59,16/11/06-02:45:00,-11.9,29.0,20.5,-160.0
788,59,16/11/06-02:50:00,-11.9,29.0,20.5,-169.5
789,59,16/11/06-02:55:00,-11.9,29.0,20.5,-199.2
790,59,16/11/06-03:00:00,-11.9,29.0,20.5,8989.0
791,59,16/11/06-03:05:00,-11.9,29.0,20.5,8989.0
792,59,16/11/06-03:10:00,-11.9,29.0,20.5,-191.0
793,59,16/11/06-03:15:00,-11.9,29.0,20.5,8989.0
794,59,16/11/06-03:20:00,-11.9,29.0,20.5,8989.0
795,59,16/11/06-03:25:00,-11.9,29.1,20.5,-175.0
796,59,16/11/06-03:30:00,-11.9,29.1,20.5,-173.9
797,59,16/11/06-03:35:00,-11.9,29.1,20.5,-190.8
798,59,16/11/06-03:40:00,-11.9,29.1,20.5,8989.0
799,59,16/11/06-03:45:00,-11.9,29.1,20.5,-187.0
800,59,16/11/06-03:50:00,-11.9,29.1,20.5,8989.0
801,59,16/11/06-03:55:00,-11.9,29.1,20.5,-150.1
802,59,16/11/06-04:00:00,-11.9,29.1,20.5,-178.9
803,59,16/11/06-04:05:00,-11.9,29.1,20.5,-197.0
804,59,16/11/06-04:10:00,-11.9,29.1,20.5,8989.0
805,59,16/11/06-04:15:00,-11.9,29.1,20.5,-181.2
806,59,16/11/06-04:20:00,-11.9,29.1,20.5,8989.0
807,59,16/11/06-04:25:00,-11.9,29.1,20.5,8989.0
808,59,16/11/06-04:30:00,-11.9,29.2,20.5,8989.0
809,59,16/11/06-04:35:00,-11.9,29.2,20.5,-181.2
810,59,16/11/06-04:40:00,-11.9,29.2,20.5,-197.3
811,59,16/11/06-04:45:00,-11.9,29.2,20.5,-198.7
812,59,16/11/06-04:50:00,-11.9,29.2,20.5,8989.0
813,59,16/11/06-04:55:00,-11.9,29.2,20.5,8989.0
814,59,16/11/06-05:00:00,-11.9,29.2,20.5,8989.0
815,59,16/11/06-05:05:00,-11.9,29.2,20.5,8989.0
816,59,16/11/06-05:10:00,-11.9,29.2,20.5,8989.0
817,59,16/11/06-05:15:00,-11.9,29.2,20.5,8989.0
818,59,16/11/06-05:20:00,-11.9,29.3,20.5,8989.0
819,59,16/11/06-05:25:00,-11.9,29.3,20.5,8989.0
820,59,16/11/06-05:30:00,-11.9,29.3,20.5,8989.0
821,59,16/11/06-05:35:00,-11.9,29.3,20.5,8989.0
822,59,16/11/06-05:40:00,-11.9,29.3,20.5,8989.0
823,59,16/11/06-05:45:00,-11.9,29.3,20.5,8989.0
824,59,16/11/06-05:50:00,-11.9,29.3,20.5,8989.0
825,59,16/11/06-05:55:00,-11.9,29.3,20.5,8989.0
826,59,16/11/06-06:00:00,-11.9,29.3,20.5,8989.0
827,59,16/11/06-06:05:00,-11.9,29.3,20.5,-189.4
828,59,16/11/06-06:10:00,-11.9,29.3,20.5,8989.0
829,59,16/11/06-06:15:00,-11.9,29.3,20.5,8989.0
830,59,16/11/06-06:20:00,-11.9,29.3,20.5,8989.0
831,59,16/11/06-06:25:00,-11.9,29.3,20.5,8989.0
832,59,16/11/06-06:30:00,-11.9,29.4,20.5,-186.1
833,59,16/11/06-06:35:00,-11.9,29.3,20.5,-195.8
834,59,16/11/06-06:40:00,-11.9,29.4,20.5,8989.0
835,59,16/11/06-06:45:00,-11.9,29.4,20.5,-188.2
836,59,16/11/06-06:50:00,-11.9,29.4,20.5,8989.0
837,59,16/11/06-06:55:00,-11.9,29.4,20.5,-189.6
838,59,16/11/06-07:00:00,-11.9,29.4,20.5,-172.4
839,59,16/11/06-07:05:00,-11.9,29.4,20.5,-79.1
840,59,16/11/06-07:10:00,-11.9,29.4,20.5,-143.5
841,59,16/11/06-07:15:00,-11.9,29.4,20.5,-89.0
842,59,16/11/06-07:20:00,-11.9,29.4,20.5,8989.0
843,59,16/11/06-07:25:00,-11.9,29.4,20.5,-133.0
844,59,16/11/06-07:30:00,-11.9,29.4,20.5,-183.6
845,59,16/11/06-07:35:00,-11.9,29.4,20.5,-163.6
846,59,16/11/06-07:40:00,-11.9,29.4,20.5,-177.3
847,59,16/11/06-07:45:00,-11.9,29.4,20.5,8989.0
848,59,16/11/06-07:50:00,-11.9,29.4,20.5,8989.0
849,59,16/11/06-07:55:00,-11.9,29.4,20.5,-194.3
850,59,16/11/06-08:00:00,-11.9,29.4,20.5,-198.8
851,59,16/11/06-08:05:00,-11.9,29.4,20.5,-199.0
852,59,16/11/06-08:10:00,-11.9,29.4,20.5,-181.5
853,59,16/11/06-08:15:00,-11.9,29.4,20.5,-184.8
854,59,16/11/06-08:20:00,-11.9,29.4,20.5,8989.0
855,59,16/11/06-08:25:00,-11.9,29.5,20.5,8989.0
856,59,16/11/06-08:30:00,-11.9,29.5,20.5,8989.0
857,59,16/11/06-08:35:00,-11.9,29.5,20.5,8989.0
858,59,16/11/06-08:40:00,-11.9,29.5,20.5,-157.5
859,59,16/11/06-08:45:00,-11.9,29.5,20.5,8989.0
860,59,16/11/06-08:50:00,-11.9,29.5,20.5,-195.0
861,59,16/11/06-08:55:00,-11.9,29.5,20.5,8989.0
862,59,16/11/06-09:00:00,-11.9,29.5,20.5,-175.5
863,59,16/11/06-09:05:00,-11.9,29.5,20.5,-171.7
864,59,16/11/06-09:10:00,-11.9,29.5,20.5,-199.6
865,59,16/11/06-09:15:00,-11.9,29.5,20.5,-185.6
866,59,16/11/06-09:20:00,-11.9,29.5,20.5,8989.0
867,59,16/11/06-09:25:00,-11.9,29.5,20.5,8989.0
868,59,16/11/06-09:30:00,-11.9,29.5,20.5,8989.0
869,59,16/11/06-09:35:00,-11.9,29.5,20.5,8989.0
870,59,16/11/06-09:40:00,-11.9,29.5,20.5,8989.0
871,59,16/11/06-09:45:00,-11.9,29.5,20.5,8989.0
872,59,16/11/06-09:50:00,-11.9,29.5,20.5,-191.9
873,59,16/11/06-09:55:00,-11.9,29.5,20.5,-175.3
874,59,16/11/06-10:00:00,-11.9,29.5,20.5,-198.1
875,59,16/11/06-10:05:00,-11.9,29.5,20.5,-196.8
876,59,16/11/06-10:10:00,-11.9,29.5,20.5,-190.6
877,59,16/11/06-10:15:00,-11.9,29.5,20.5,-169.7
878,59,16/11/06-10:20:00,-11.9,29.5,20.5,8989.0
879,59,16/11/06-10:25:00,-11.9,29.5,20.5,-174.4
880,59,16/11/06-10:30:00,-11.9,29.5,20.5,8989.0
881,59,16/11/06-10:35:00,-11.9,29.5,20.5,8989.0
882,59,16/11/06-10:40:00,-11.9,29.5,20.5,8989.0
883,59,16/11/06-10:45:00,-11.9,29.6,20.5,-181.2
884,59,16/11/06-10:50:00,-11.9,29.6,20.5,8989.0
885,59,16/11/06-10:55:00,-11.9,29.6,20.5,8989.0
886,59,16/11/06-11:00:00,-11.9,29.6,20.5,8989.0
887,59,16/11/06-11:05:00,-11.9,29.6,20.5,8989.0
888,59,16/11/06-11:10:00,-11.9,29.6,20.5,8989.0
889,59,16/11/06-11:15:00,-11.9,29.6,20.5,8989.0
890,59,16/11/06-11:20:00,-11.9,29.6,20.5,-195.2
891,59,16/11/06-11:25:00,-11.9,29.6,20.5,8989.0
892,59,16/11/06-11:30:00,-11.9,29.6,20.5,8989.0
893,59,16/11/06-11:35:00,-11.9,29.6,20.5,8989.0
894,59,16/11/06-11:40:00,-11.9,29.6,20.5,8989.0
895,59,16/11/06-11:45:00,-11.9,29.6,20.5,-195.0
896,59,16/11/06-11:50:00,-11.9,29.6,20.5,-180.1
897,59,16/11/06-11:55:00,-11.9,29.6,20.5,-198.3
898,59,16/11/06-12:00:00,-11.9,29.6,20.5,8989.0
899,59,16/11/06-12:05:00,-11.9,29.6,20.5,-161.7
900,59,16/11/06-12:10:00,-11.9,29.6,20.5,-188.8
901,59,16/11/06-12:15:00,-11.9,29.6,20.5,-186.4
902,59,16/11/06-12:20:00,-11.9,29.6,20.5,8989.0
903,59,16/11/06-12:25:00,-11.9,29.6,20.5,-171.1
904,59,16/11/06-12:30:00,-11.9,29.6,20.5,8989.0
905,59,16/11/06-12:35:00,-11.9,29.6,20.5,-173.8
906,59,16/11/06-12:40:00,-11.9,29.6,20.5,-198.3
907,59,16/11/06-12:45:00,-11.9,29.6,20.5,-191.5
908,59,16/11/06-12:50:00,-11.9,29.6,20.5,-196.2
909,59,16/11/06-12:55:00,-11.9,29.6,20.5,-169.9
910,59,16/11/06-13:00:00,-11.9,29.6,20.5,8989.0
911,59,16/11/06-13:05:00,-11.9,29.6,20.5,-195.6
912,59,16/11/06-13:10:00,-11.9,29.6,20.5,8989.0
913,59,16/11/06-13:15:00,-11.9,29.6,20.5,-191.2
914,59,16/11/06-13:20:00,-11.9,29.6,20.5,-190.1
915,59,16/11/06-13:25:00,-11.9,29.6,20.5,-196.9
916,59,16/11/06-13:30:00,-11.9,29.6,20.5,8989.0
917,59,16/11/06-13:35:00,-11.9,29.6,20.5,-192.0
918,59,16/11/06-13:40:00,-11.9,29.7,20.5,-189.0
919,59,16/11/06-13:45:00,-11.9,29.7,20.5,8989.0
920,59,16/11/06-13:50:00,-11.9,29.7,20.5,-188.5
921,59,16/11/06-13:55:00,-11.9,29.7,20.5,8989.0
922,59,16/11/06-14:00:00,-11.9,29.7,20.5,8989.0
923,59,16/11/06-14:05:00,-11.9,29.7,20.5,8989.0
924,59,16/11/06-14:10:00,-11.9,29.7,20.5,8989.0
925,59,16/11/06-14:15:00,-11.9,29.7,20.5,-189.7
926,59,16/11/06-14:20:00,-11.9,29.7,20.5,8989.0
927,59,16/11/06-14:25:00,-11.9,29.7,20.5,8989.0
