Data ID,Config ID,DateTime,SEN 1,SEN 2,SEN 3,SEN 4
408,59,16/11/11-00:00:00,28.2,28.9,-12.0,20.4
409,59,16/11/11-00:05:00,28.2,28.9,-12.0,20.4
410,59,16/11/11-00:10:00,28.2,28.9,-12.0,20.4
411,59,16/11/11-00:15:00,28.2,28.9,-12.0,20.4
412,59,16/11/11-00:20:00,28.2,28.9,-12.0,20.4
413,59,16/11/11-00:25:00,28.2,28.9,-12.0,20.4
414,59,16/11/11-00:30:00,28.2,28.9,-12.0,20.4
415,59,16/11/11-00:35:00,28.2,28.9,-12.0,20.4
416,59,16/11/11-00:40:00,28.2,28.9,-12.0,20.4
417,59,16/11/11-00:45:00,28.2,28.9,-12.0,20.4
418,59,16/11/11-00:50:00,28.2,28.9,-12.0,20.4
419,59,16/11/11-00:55:00,28.2,28.9,-12.0,20.4
420,59,16/11/11-01:00:00,28.2,28.9,-12.0,20.4
421,59,16/11/11-01:05:00,28.2,28.9,-12.0,20.4
422,59,16/11/11-01:10:00,28.2,28.9,-12.0,20.4
423,59,16/11/11-01:15:00,28.2,28.9,-12.0,20.4
424,59,16/11/11-01:20:00,28.3,28.9,-12.0,20.4
425,59,16/11/11-01:25:00,28.2,28.9,-12.0,20.4
426,59,16/11/11-01:30:00,28.2,28.9,-12.0,20.4
427,59,16/11/11-01:35:00,28.3,28.9,-12.0,20.4
428,59,16/11/11-01:40:00,28.3,29.0,-12.0,20.4
429,59,16/11/11-01:45:00,28.3,28.9,-12.0,20.4
430,59,16/11/11-01:50:00,28.3,29.0,-12.0,20.4
431,59,16/11/11-01:55:00,28.3,29.0,-12.0,20.4
432,59,16/11/11-02:00:00,28.3,29.0,-12.0,20.4
433,59,16/11/11-02:05:00,28.3,29.0,-12.0,20.4
434,59,16/11/11-02:10:00,28.3,29.0,-12.0,20.4
435,59,16/11/11-02:15:00,28.3,29.0,-12.0,20.4
436,59,16/11/11-02:20:00,28.4,29.0,-12.0,20.4
437,59,16/11/11-02:25:00,28.4,29.1,-12.0,20.4
438,59,16/11/11-02:30:00,28.4,29.1,-12.0,20.4
439,59,16/11/11-02:35:00,28.4,29.1,-12.0,20.4
440,59,16/11/11-02:40:00,28.4,29.1,-12.0,20.4
441,59,16/11/11-02:45:00,28.5,29.2,-12.0,20.4
442,59,16/11/11-02:50:00,28.5,29.2,-12.0,20.4
443,59,16/11/11-02:55:00,28.5,29.2,-12.0,20.4
444,59,16/11/11-03:00:00,28.5,29.3,-12.0,20.4
445,59,16/11/11-03:05:00,28.6,29.3,-12.0,20.4
446,59,16/11/11-03:10:00,28.6,29.3,-12.0,20.4
447,59,16/11/11-03:15:00,28.6,29.4,-12.0,20.4
448,59,16/11/11-03:20:00,28.7,29.4,-12.0,20.4
449,59,16/11/11-03:25:00,28.7,29.4,-12.0,20.4
450,59,16/11/11-03:30:00,28.7,29.4,-12.0,20.4
451,59,16/11/11-03:35:00,28.7,29.4,-12.0,20.4
452,59,16/11/11-03:40:00,28.7,29.5,-12.0,20.4
453,59,16/11/11-03:45:00,28.8,29.5,-12.0,20.4
454,59,16/11/11-03:50:00,28.8,29.5,-12.0,20.4
455,59,16/11/11-03:55:00,28.8,29.5,-12.0,20.4
456,59,16/11/11-04:00:00,28.6,29.4,-12.0,20.4
457,59,16/11/11-04:05:00,28.0,29.0,-12.0,20.4
458,59,16/11/11-04:10:00,27.9,28.8,-12.0,20.4
459,59,16/11/11-04:15:00,27.8,28.7,-12.0,20.4
